CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67038,2016,"MALVERN, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"MALVERN, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54288,2016,"CHICAGO, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,27248,2016,"MIDLAND, MICHIGAN"
CERTIFIED,ADITI TECHNOLOGIES PVT. LTD.,WEB DEVELOPERS,WEB DEVELOPER,Y,70034,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,65790,2016,"ATLANTA, GEORGIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,63149,2016,"LONG ISLAND CITY, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,65790,2016,"ATLANTA, GEORGIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,60549,2016,"SAN ANTONIO, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67142,2016,"CHICAGO, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,"NTT DATA, INC.",WEB DEVELOPERS,WEB DEVELOPER,Y,96637,2016,"BROOKLYN, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69181,2016,"STERLING, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52000,2016,"SPARKS, MARYLAND"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55370,2016,"AUBURN HILLS, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52000,2016,"SPARKS, MARYLAND"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53830,2016,"RALEIGH, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,61797,2016,"BETHESDA, MARYLAND"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,54288,2016,"CHICAGO, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67642,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,48214,2016,"GRAND RAPIDS, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53456,2016,"ENGLEWOOD, COLORADO"
CERTIFIED,ADITI TECHNOLOGIES PVT. LTD.,WEB DEVELOPERS,SENIOR DEVELOPER,Y,70034,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,49754,2016,"WAUKESHA, WISCONSIN"
CERTIFIED,EMORY UNIVERSITY,WEB DEVELOPERS,WEB DEVELOPER,N,61589,2016,"ATLANTA, GEORGIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,WCS DEVELOPER,Y,78208,2016,"FRAMINGHAM, MASSACHUSETTS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"OAKS, PENNSYLVANIA"
CERTIFIED,CSC STATE AND LOCAL SOLUTIONS LLC,WEB DEVELOPERS,SENIOR PROFESSIONAL: WEB DEVELOPER,N,54205,2016,"RENSSELAER, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53789,2016,"SYRACUSE, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51334,2016,"BROOKLYN, OHIO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,48152,2016,"INDIANAPOLIS, INDIANA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,ADITI TECHNOLOGIES PVT. LTD.,WEB DEVELOPERS,SENIOR WEB DEVELOPER,Y,70034,2016,"BOTHELL, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,Y,70408,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51210,2016,"ST. PETERSBURG, FLORIDA"
CERTIFIED,"TIGHTROPE INTERACTIVE, INC.",WEB DEVELOPERS,SOFTWARE DEVELOPER,Y,74672,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53830,2016,"DURHAM, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,50461,2016,"MIAMI, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57658,2016,"RICHMOND, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,61443,2016,"SOMERSET, NEW JERSEY"
CERTIFIED,ALLYIS INC,WEB DEVELOPERS,WEB SERVICE ENGINEER,Y,82035,2016,"KIRKLAND, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69264,2016,"STAMFORD, CONNECTICUT"
CERTIFIED,LA SIERRA UNIVERSITY,WEB DEVELOPERS,WEBSITE DEVELOPER,N,58739,2016,"RIVERSIDE, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51709,2016,"PHOENIX, ARIZONA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69181,2016,"WASHINGTON DC, DISTRICT OF COLUMBIA"
CERTIFIED,PRAIRIE VIEW A&M UNIVERSITY,WEB DEVELOPERS,WEB CONTENT SPECIALIST,N,42578,2016,"PRAIRIE VIEW, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,48214,2016,"GRAND RAPIDS, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"EAGAN, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,WEB DEVELOPER,Y,70034,2016,"REDMOND, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51210,2016,"TEMPLE TERRACE, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53830,2016,"CARY, NORTH CAROLINA"
CERTIFIED,SOUTH DAKOTA STATE UNIVERSITY,WEB DEVELOPERS,SENIOR WEB DEVELOPMENT COORDINATOR,N,54725,2016,"BROOKINGS, SOUTH DAKOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"BROOKLYN PARK, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,WEB DEVELOPER,Y,79893,2016,"JERSEY CITY, NEW JERSEY"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,47133,2016,"BUFFALO GROVE, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57658,2016,"RICHMOND, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53456,2016,"GREENWOOD VILLAGE, COLORADO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"BROOKLYN PARK, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53830,2016,"RALEIGH, NORTH CAROLINA"
CERTIFIED,"LE TECHNOLOGY, INC.",WEB DEVELOPERS,UI/UX DESIGNER,N,53747,2016,"REDWOOD CITY, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55890,2016,"PLANTATION, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53789,2016,"SYRACUSE, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,54954,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,44803,2016,"PLANTATION, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67642,2016,"EAGAN, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
DENIED,"STACK LABS, INC.",WEB DEVELOPERS,WEB DEVELOPER,Y,106579,2016,"CUPERTINO, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57658,2016,"RICHMOND, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,64958,2016,"THOUSAND OAKS, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69264,2016,"STAMFORD, CONNECTICUT"
CERTIFIED,HITACHI DATA SYSTEMS CORPORATION,WEB DEVELOPERS,SPECIALIST - SENIOR WEB DEVELOPER,Y,112808,2016,"SANTA CLARA, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,63856,2016,"FRAMINGHAM, MASSACHUSETTS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"CHESTERBROOK, PENNSYLVANIA"
CERTIFIED,"PHOTON INFOTECH, INC.",WEB DEVELOPERS,TECHNICAL LEAD,N,54787,2016,"BUENA PARK, CALIFORNIA"
CERTIFIED,TEXAS TECH UNIVERSITY,WEB DEVELOPERS,PROGRAMMER/ANALYST II,N,31304,2016,"LUBBOCK, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55890,2016,"PLANTATION, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"WEST CHESTER, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,63856,2016,"FRAMINGHAM, MASSACHUSETTS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,Y,70325,2016,"WILMINGTON, DELAWARE"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,58032,2016,"PATASKALA, OHIO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54288,2016,"CHICAGO, ILLINOIS"
CERTIFIED,AUBURN UNIVERSITY,WEB DEVELOPERS,"SPECIALIST IV, INFORMATION TECHNOLOGY",N,56451,2016,"AUBURN, ALABAMA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,65790,2016,"ALPHARETTA, GEORGIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54205,2016,"ALBANY, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51709,2016,"PHOENIX, ARIZONA"
CERTIFIED,"HCL AMERICA, INC.",WEB DEVELOPERS,WEB DEVELOPERS - I,N,66830,2016,"MOUNTAIN VIEW, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52000,2016,"SPARKS, MARYLAND"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51709,2016,"TEMPE, ARIZONA"
CERTIFIED,LODESTAR CONSULTING LLC,WEB DEVELOPERS,DEVELOPER,Y,70034,2016,"REDMOND, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,48214,2016,"GRAND RAPIDS, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,CALIFORNIA INSTITUTE OF TECHNOLOGY/JET PROPULSION LABORATORY,WEB DEVELOPERS,GRAPHIC DESIGNER,Y,71926,2016,"PASADENA, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,65790,2016,"ATLANTA, GEORGIA"
CERTIFIED,"STACK LABS, INC.",WEB DEVELOPERS,WEB DEVELOPER,Y,86715,2016,"CUPERTINO, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"OAKS, PENNSYLVANIA"
CERTIFIED,TRINGAPPS INC,WEB DEVELOPERS,COMPUTER SPECIALIST,N,57678,2016,"BOHEMIA, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"CHESTERBROOK, PENNSYLVANIA"
CERTIFIED,"V-SOFT CONSULTING GROUP, INC",WEB DEVELOPERS,WEB DEVELOPER,N,69181,2016,"ASHBURN, VIRGINIA"
CERTIFIED,THE UNIVERSITY OF ARIZONA,WEB DEVELOPERS,APPLICATIONS SYSTEMS ANALYST/DEVELOPER,N,48401.6,2016,"TUCSON, ARIZONA"
CERTIFIED,PURDUE UNIVERSITY,WEB DEVELOPERS,WEB APPLICATIONS DEVELOPER,N,41725,2016,"WEST LAFAYETTE, INDIANA"
CERTIFIED,CSC STATE AND LOCAL SOLUTIONS LLC,WEB DEVELOPERS,SENIOR PROFESSIONAL: WEB DEVELOPER,N,54205,2016,"RENSSELAER, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57658,2016,"RICHMOND, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52686,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,63856,2016,"FRAMINGHAM, MASSACHUSETTS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55370,2016,"WARREN, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,63856,2016,"FRAMINGHAM, MASSACHUSETTS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,32885,2016,"LOVELAND, COLORADO"
CERTIFIED,"V-SOFT CONSULTING GROUP, INC",WEB DEVELOPERS,WEB DEVELOPER,N,57387,2016,"DALLAS, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52000,2016,"SPARKS, MARYLAND"
CERTIFIED,WALT DISNEY PARKS AND RESORTS ONLINE,WEB DEVELOPERS,SENIOR MOBILE WEB DEVELOPER,Y,104998,2016,"SEATTLE, WASHINGTON"
CERTIFIED,ADITI TECHNOLOGIES PVT. LTD.,WEB DEVELOPERS,TECHNICAL LEAD,Y,70034,2016,"REDMOND, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55370,2016,"AUBURN HILLS, MICHIGAN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57221,2016,"INDIANAPOLIS, INDIANA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,Y,71594,2016,"IRVING, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69181,2016,"HERNDON, VIRGINIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,64314,2016,"OMAHA, NEBRASKA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55494,2016,"KENNEWICK, WASHINGTON"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53456,2016,"BROOMFIELD, COLORADO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57678,2016,"BETHPAGE, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,54954,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67392,2016,"CONCORD, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55307,2016,"WOONSOCKET, RHODE ISLAND"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,67142,2016,"HOFFMAN ESTATES, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,65749,2016,"HOUSTON, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51210,2016,"OMAHA, NEBRASKA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51709,2016,"PHOENIX, ARIZONA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,61651,2016,"HARTFORD, CONNECTICUT"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54413,2016,"BROOKLYN PARK, MINNESOTA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,49754,2016,"WAUWATOSA, WISCONSIN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,52770,2016,"SIMI VALLEY, CALIFORNIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,50981,2016,"NASHVILLE, TENNESSEE"
CERTIFIED,PRAIRIE VIEW A&M UNIVERSITY,WEB DEVELOPERS,INFORMATION REOURCE SUPERVISOR,N,61859,2016,"PRAIRIE VIEW, TEXAS"
CERTIFIED,"ARCHWAY HEALTH ADVISORS, LLC.",WEB DEVELOPERS,WEB DEVELOPER,N,63149,2016,"NEW YORK, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,65749,2016,"HOUSTON, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53456,2016,"ENGLEWOOD, COLORADO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69264,2016,"STAMFORD, CONNECTICUT"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55890,2016,"PLANTATION, FLORIDA"
CERTIFIED,OKLAHOMA STATE UNIVERSITY,WEB DEVELOPERS,WEB DEVELOPER,N,39853,2016,"STILLWATER, OKLAHOMA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,58864,2016,"GRAND RAPIDS, MICHIGAN"
CERTIFIED,"CANVAS DIGITAL, INC.",WEB DEVELOPERS,USER EXPERIENCE DESIGNER,Y,96637,2016,"NEW YORK, NEW YORK"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,48506,2016,"DODGEVILLE, WISCONSIN"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,58032,2016,"DUBLIN, OHIO"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54288,2016,"CHICAGO, ILLINOIS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51210,2016,"OMAHA, NEBRASKA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,63918,2016,"O'FALLON, MISSOURI"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,55786,2016,"AUSTIN, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,66685,2016,"PHOENIX, ARIZONA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57387,2016,"RICHARDSON, TEXAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,54954,2016,"COLLEGEVILLE, PENNSYLVANIA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,53830,2016,"RESEARCH TRIANGLE PARK, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,69264,2016,"STAMFORD, CONNECTICUT"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,57158,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER - USER INTERFACE,N,44803,2016,"PLANTATION, FLORIDA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,DEVELOPER USER INTERFACE,N,51709,2016,"PHOENIX, ARIZONA"
